100000000A,國民大會
A05230000S,中正國防幹部預備學校
A07000000D,財政部
A07000100D,財政部財政人員訓練所
A07010000D,財政部國庫署
A07020000D,財政部賦稅署
A07030000D,財政部臺北國稅局
A07030100D,財政部臺北國稅局大安分局
A07030200D,財政部臺北國稅局松山分局
A07030300D,財政部臺北國稅局信義分局
A07030400D,財政部臺北國稅局中正分局
A07040000D,財政部高雄國稅局
A07040100D,財政部高雄國稅局三民分局
A07040200D,財政部高雄國稅局鳳山分局
A07050000D,財政部北區國稅局
A07050100D,財政部北區國稅局板橋分局
A07050200D,財政部北區國稅局桃園分局
A07050300D,財政部北區國稅局新竹分局
A07050400D,財政部北區國稅局竹北分局
A07050500D,財政部北區國稅局花蓮分局
A07050600D,財政部北區國稅局基隆分局
A07050700D,財政部北區國稅局宜蘭分局
A07060000D,財政部中區國稅局
A07060100D,財政部中區國稅局苗栗分局
A07060200D,財政部中區國稅局豐原分局
A07060300D,財政部中區國稅局臺中分局
A07060400D,財政部中區國稅局南投分局
A07060500D,財政部中區國稅局彰化分局
A07060600D,財政部中區國稅局雲林分局
A07070000D,財政部南區國稅局
A07070100D,財政部南區國稅局太保分局
A07070200D,財政部南區國稅局嘉義分局
A07070300D,財政部南區國稅局新營分局
A07070400D,財政部南區國稅局臺南分局
A07070500D,財政部南區國稅局屏東分局
A07070600D,財政部南區國稅局臺東分局
A07070700D,財政部南區國稅局澎湖分局
A07080000D,財政部關務署
A07080100D,財政部關務署基隆關
A07080200D,財政部關務署臺北關
A07080300D,財政部關務署臺中關
A07080400D,財政部關務署高雄關
A07090000D,財政部國有財產署
A07090100D,財政部國有財產署北區分署
A07090200D,財政部國有財產署中區分署
A07090300D,財政部國有財產署南區分署
A07100000D,財政部財政資訊中心
A07310000N,臺灣金融控股股份有限公司
A07310100N,臺灣銀行股份有限公司
A07310200N,臺銀綜合證券股份有限公司
A07310300N,臺銀人壽保險股份有限公司
A07420000K,財政部印刷廠
A09000000E,教育部
A09000100E,國立臺灣藝術教育館
A09000200E,國立海洋科技博物館籌備處
A09010000E,教育部體育署
A09020000E,教育部青年發展署
A09030000E,教育部國民及學前教育署
A09040000E,國家教育研究院
A09050000E,國家圖書館
A09060000E,國立海洋生物博物館
A09070000E,國立自然科學博物館
A09080000E,國立科學工藝博物館
A09090000E,國立臺灣科學教育館
A09100000E,國立教育廣播電臺
A09110000E,國立公共資訊圖書館
A09120000E,國立臺灣圖書館
A09510000Q,國立臺灣大學
A09510100P,國立臺灣大學醫學院附設醫院
A09510101P,國立臺灣大學醫學院附設醫院雲林分院
A09510102P,國立臺灣大學醫學院附設醫院北護分院
A09510103P,國立臺灣大學醫學院附設醫院金山分院
A09510104P,國立臺灣大學醫學院附設醫院新竹分院
A09510105P,國立臺灣大學醫學院附設醫院竹東分院
A09510111G,國立臺灣大學生物資源暨農學院實驗林管理處
A09510112G,國立臺灣大學生物資源暨農學院附設山地實驗農場
A09510113G,國立臺灣大學生物資源暨農學院附設農業試驗場
A09510114P,國立臺灣大學生物資源暨農學院附設動物醫院
A09520000Q,國立政治大學
A09530000Q,國立臺灣師範大學
A09540000Q,國立成功大學
A09540100P,國立成功大學醫學院附設醫院
A09540101P,國立成功大學醫學院附設醫院斗六分院
A09550000Q,國立中興大學
A09550100G,國立中興大學農業暨自然資源學院實驗林管理處
A09560000Q,國立清華大學
A09570000Q,國立中央大學
A09580000Q,國立交通大學
A09590000Q,國立中山大學
A095A0000Q,國立空中大學
A095A0100R,國立空中大學附設空中專科進修學校
A095B0000Q,國立中正大學
A095C0000Q,國立臺灣海洋大學
A095D0000Q,國立陽明大學
A095D0100P,國立陽明大學附設醫院
A095E0000Q,國立東華大學
A095F0000Q,國立暨南國際大學
A095G0000Q,國立臺北大學
A095H0000Q,國立嘉義大學
A095J0000Q,國立高雄大學
A095K0000Q,國立彰化師範大學
A095L0000Q,國立高雄師範大學
A095M0000Q,國立臺灣科技大學
A095N0000Q,國立臺北科技大學
A095P0000Q,國立高雄第一科技大學
A095Q0000Q,國立高雄應用科技大學
A095R0000Q,國立雲林科技大學
A095S0000Q,國立屏東科技大學
A095T0000Q,國立臺灣藝術大學
A095U0000Q,國立臺北藝術大學
A095V0000Q,國立虎尾科技大學
A095W0000Q,國立高雄海洋科技大學
A095X0000Q,國立宜蘭大學
A095Y0000Q,國立聯合大學
A09600000Q,國立臺中科技大學
A09610000Q,國立勤益科技大學
A09620000Q,國立澎湖科技大學
A09630000Q,國立臺南藝術大學
A09640000Q,國立臺北教育大學
A09650000Q,國立新竹教育大學
A09660000Q,國立臺中教育大學
A09670000Q,國立臺南大學
A09680000Q,國立屏東教育大學
A09690000Q,國立臺東大學
A096A0000Q,國立體育大學
A096B0000Q,國立臺灣體育運動大學
A096C0000Q,國立臺北護理健康大學
A096D0000Q,國立高雄餐旅大學
A096E0000Q,國立金門大學
A096F0000Q,國立臺北商業技術學院
A096G0000Q,國立屏東商業技術學院
A096H0000Q,國立臺灣戲曲學院
A10010000R,國立臺南護理專科學校
A10020000R,國立臺東專科學校
A11000000F,法務部
A11000100F,福建高等法院金門分院檢察署
A11000200F,福建金門地方法院檢察署
A11000300F,福建連江地方法院檢察署
A11010000F,法務部調查局
A11010100F,法務部調查局幹部訓練所
A11010200F,法務部調查局臺灣省調查處
A11010300F,法務部調查局臺北市調查處
A11010400F,法務部調查局新北市調查處
A11010500F,法務部調查局臺中市調查處
A11010600F,法務部調查局臺南市調查處
A11010700F,法務部調查局高雄市調查處
A11010800F,法務部調查局福建省調查處
A11010900F,法務部調查局航業調查處
A11020000F,法務部行政執行署
A11020100F,法務部行政執行署臺北分署
A11020200F,法務部行政執行署士林分署
A11020300F,法務部行政執行署新北分署
A11020400F,法務部行政執行署桃園分署
A11020500F,法務部行政執行署新竹分署
A11020600F,法務部行政執行署臺中分署
A11020700F,法務部行政執行署彰化分署
A11020800F,法務部行政執行署嘉義分署
A11020900F,法務部行政執行署臺南分署
A11021000F,法務部行政執行署高雄分署
A11021100F,法務部行政執行署屏東分署
A11021200F,法務部行政執行署花蓮分署
A11021300F,法務部行政執行署宜蘭分署
A11030000F,法務部廉政署
A11040000F,法務部矯正署
A11040100F,法務部矯正署臺北監獄
A11040200F,法務部矯正署桃園監獄
A11040300F,法務部矯正署桃園女子監獄
A11040400F,法務部矯正署新竹監獄
A11040500F,法務部矯正署臺中監獄
A11040600F,法務部矯正署臺中女子監獄
A11040700F,法務部矯正署彰化監獄
A11040800F,法務部矯正署雲林監獄
A11040900F,法務部矯正署雲林第二監獄
A11041000F,法務部矯正署嘉義監獄
A11041100F,法務部矯正署臺南監獄
A11041200F,法務部矯正署明德外役監獄
A11041300F,法務部矯正署高雄監獄
A11041400F,法務部矯正署高雄第二監獄
A11041500F,法務部矯正署高雄女子監獄
A11041600F,法務部矯正署屏東監獄
A11041700F,法務部矯正署臺東監獄
A11041800F,法務部矯正署花蓮監獄
A11041900F,法務部矯正署自強外役監獄
A11042000F,法務部矯正署宜蘭監獄
A11042100F,法務部矯正署基隆監獄
A11042200F,法務部矯正署澎湖監獄
A11042300F,法務部矯正署綠島監獄
A11042400F,法務部矯正署金門監獄
A11043100F,法務部矯正署臺北看守所
A11043200F,法務部矯正署臺北女子看守所
A11043300F,法務部矯正署桃園看守所
A11043400F,法務部矯正署新竹看守所
A11043500F,法務部矯正署苗栗看守所
A11043600F,法務部矯正署臺中看守所
A11043700F,法務部矯正署彰化看守所
A11043800F,法務部矯正署南投看守所
A11043900F,法務部矯正署雲林看守所
A11044000F,法務部矯正署嘉義看守所
A11044100F,法務部矯正署臺南看守所
A11044200F,法務部矯正署高雄看守所
A11044300F,法務部矯正署屏東看守所
A11044400F,法務部矯正署臺東看守所
A11044500F,法務部矯正署花蓮看守所
A11044600F,法務部矯正署宜蘭看守所
A11044700F,法務部矯正署基隆看守所
A11044800F,法務部矯正署澎湖看守所
A11044900F,法務部矯正署金門看守所
A11045000F,法務部矯正署連江看守所
A11045600F,法務部矯正署新店戒治所
A11045700F,法務部矯正署臺北戒治所
A11045800F,法務部矯正署桃園女子戒治所
A11045900F,法務部矯正署臺中戒治所
A11046000F,法務部矯正署臺中女子戒治所
A11046100F,法務部矯正署嘉義戒治所
A11046200F,法務部矯正署高雄戒治所
A11046300F,法務部矯正署高雄女子戒治所
A11046400F,法務部矯正署臺東戒治所
A11046600F,法務部矯正署泰源技能訓練所
A11046700F,法務部矯正署東成技能訓練所
A11046800F,法務部矯正署岩灣技能訓練所
A11047100F,法務部矯正署臺北少年觀護所
A11047200F,法務部矯正署桃園少年觀護所
A11047300F,法務部矯正署新竹少年觀護所
A11047400F,法務部矯正署苗栗少年觀護所
A11047500F,法務部矯正署臺中少年觀護所
A11047600F,法務部矯正署彰化少年觀護所
A11047700F,法務部矯正署南投少年觀護所
A11047800F,法務部矯正署雲林少年觀護所
A11047900F,法務部矯正署嘉義少年觀護所
A11048000F,法務部矯正署臺南少年觀護所
A11048100F,法務部矯正署高雄少年觀護所
A11048200F,法務部矯正署屏東少年觀護所
A11048300F,法務部矯正署臺東少年觀護所
A11048400F,法務部矯正署花蓮少年觀護所
A11048500F,法務部矯正署宜蘭少年觀護所
A11048600F,法務部矯正署基隆少年觀護所
A11048700F,法務部矯正署澎湖少年觀護所
A11048800F,法務部矯正署金門少年觀護所
A11049100U,誠正中學
A11049200U,明陽中學
A11049600F,法務部矯正署桃園少年輔育院
A11049700F,法務部矯正署彰化少年輔育院
A11050000F,最高法院檢察署
A11060000F,臺灣高等法院檢察署
A11060100F,臺灣高等法院臺中分院檢察署
A11060200F,臺灣高等法院臺南分院檢察署
A11060300F,臺灣高等法院高雄分院檢察署
A11060400F,臺灣高等法院花蓮分院檢察署
A11060500F,臺灣高等法院檢察署智慧財產分署
A11060600F,臺灣臺北地方法院檢察署
A11060700F,臺灣士林地方法院檢察署
A11060900F,臺灣桃園地方法院檢察署
A11061000F,臺灣新竹地方法院檢察署
A11061100F,臺灣苗栗地方法院檢察署
A11061200F,臺灣臺中地方法院檢察署
A11061300F,臺灣彰化地方法院檢察署
A11061400F,臺灣南投地方法院檢察署
A11061500F,臺灣雲林地方法院檢察署
A11061600F,臺灣嘉義地方法院檢察署
A11061700F,臺灣臺南地方法院檢察署
A11061800F,臺灣高雄地方法院檢察署
A11061900F,臺灣屏東地方法院檢察署
A11062000F,臺灣臺東地方法院檢察署
A11062100F,臺灣花蓮地方法院檢察署
A11062200F,臺灣宜蘭地方法院檢察署
A11062300F,臺灣基隆地方法院檢察署
A11062400F,臺灣澎湖地方法院檢察署
A11062500F,臺灣新北地方法院檢察署
A11080000F,法務部法醫研究所
A25000000E,文化部
A25000100E,國立臺灣交響樂團
A25000200E,國立臺灣歷史博物館
A25000300E,國立臺灣文學館
A25000400E,衛武營藝術文化中心籌備處
A25000500E,國家人權博物館籌備處
A25010000E,文化部文化資產局
